Blog	increase	here	marketers	successful	example	want	feature	types	effective	series	re	service	engagement	metrics	best	much	life	things	had	easy	possible	steps	right	old	people	creative	support	happy	offer	resources	team	love	working	following	data	years	course	didn	internet	million	future	say	take	pages	drive	ways	going	where	sites	many	being	around	traffic	world	power	industry	image	her	ad	am	having	consider	small	past	full	experience	action	via	company	learn	information	its	always	found	advertisers	really	research	number	guest	also	plan	sometimes	impact	set	see	seo	last	community	optimization	person	amp	readers	d	anything	into	link	us	influence	ago	results	send	account	video	let	great	makes	tools	next	customer	clients	process	high	doing	could	should	email	ve	site	off	adwords	less	web	five	become	does	study	work	provide	after	order	then	them	network	campaigns	created	another	target	keywords	analytics	away	com	comments	months	way	was	test	together	change	live	topic	write	product	still	now	year	looking	shows	yourself	than	form	online	only	between	article	comes	these	real	read	using	start	lot	trying	sales	building	month	very	instagram	advertising	ask	help	actually	beyond	event	since	reason	put	launch	selling	mobile	pretty	probably	both	add	look	while	guide	ready	used	step	within	doesn	e	youtube	go	facebook	button	click	products	links	including	keep	quality	need	based	importance	key	problem	well	page	twitter	companies	even	tips	ever	never	campaign	call	tell	give	before	personal	better	mean	reader	isn	features	keyword	mind	seen	don	m	bad	testing	said	appeared	three	website	make	opportunity	practices	just	yet	popular	down	landing	digital	did	useful	sharing	making	may	grow	talk	nbsp	interesting	tweets	thing	think	first	long	little	were	few	track	paid	especially	show	enough	reading	across	according	shopping	those	different	pay	same	money	audience	images	videos	again	important	infographic	search	two	strategies	share	needs	through	someone	hard	idea	done	part	b	build	most	services	businesses	blogging	vine	fans	point	simple	create	understand	spend	big	bit	often	back	per	single	started	others	profile	ll	day	taking	value	linkedin	thought	ads	success	brands	buy	brand	every	changed	changes	would	must	me	my	times	end	over	writing	each	got	free	days	already	top	too	tool	talking	though	watch	report	however	news	improve	conference	been	everything	efforts	why	check	no	roi	focus	posts	says	today	insights	platform	offers	name	place	revenue	copy	any	conversion	ideas	sure	visitors	come	engine	case	good	author	week	without	when	blog	update	everyone	there	websites	follow	program	list	rate	design	pinterest	version	allows	options	short	might	generation	feel	story	reach	his	user	recently	creating	attention	reasons	strategy	questions	customers	question	users	once	include	find	app	use	something	instead	choose	related	our	which	who	goals	he	conversions	available	stories	job	book	know	because	lead	getting	own	apps	made	whether	below	other	june
Posts from the Econsultancy blog	22	60	30	12	42	16	5	7	21	7	55	29	27	3	38	25	16	35	41	39	10	4	33	7	93	33	5	3	20	6	18	15	5	6	101	24	13	8	26	10	40	18	33	15	30	13	26	36	34	55	31	33	20	36	7	25	18	1	19	5	23	19	13	13	21	82	11	20	39	3	26	46	11	20	6	20	21	28	0	67	5	3	12	18	47	14	37	7	17	11	20	5	25	5	74	10	55	1	6	51	9	17	47	12	42	13	33	26	99	18	17	29	14	34	41	37	49	67	19	3	25	30	25	27	30	17	40	20	11	26	38	83	11	35	15	15	16	4	10	8	24	5	16	43	127	20	11	32	17	2	6	38	47	50	59	27	16	3	93	5	65	44	15	6	16	75	38	4	47	17	18	5	21	12	12	46	22	14	7	40	17	10	14	9	8	12	16	11	175	6	10	16	14	25	46	4	4	49	6	26	17	8	19	28	18	6	10	18	4	13	13	11	63	49	4	21	8	32	39	35	40	39	7	13	9	76	21	4	12	26	11	22	7	1	7	2	6	7	17	44	56	5	6	25	1	33	33	73	26	6	76	21	25	20	1	97	9	10	15	29	46	8	10	0	8	9	14	34	52	15	17	84	27	5	8	14	17	12	3	35	24	8	54	31	5	22	11	27	19	35	14	32	4	60	46	3	33	16	43	5	14	16	11	30	10	7	82	14	28	0	4	12	25	19	28	14	6	32	7	18	25	12	24	6	8	5	20	28	12	18	2	10	19	19	64	15	72	36	5	17	34	9	22	55	20	17	71	3	35	11	18	11	18	44	28	21	9	16	4	28	17	14	6	3	45	13	5	31	13	54	4	17	4	12	30	2	11	7	24	15	10	1	35	13	25	20	13	12	5	9	44	1	35	17	82	7	2	11	104	15	9	17	12	25	27	26	13	7	10	12	27	0	8	8	9	14	58	21	11	10	7	17	9	64	12	45	10	5	25	51	68	24	11	10	14	121	101	63	3	21	3	22	4	11	6	33	32	5	13	18	14	33	17	15	52	8
Email - ClickZ	3	0	4	3	0	4	0	0	3	1	1	0	5	2	1	0	0	1	1	1	0	2	2	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	1	1	0	2	3	0	1	0	0	3	1	0	2	0	1	0	0	0	1	0	2	0	0	0	3	1	0	2	3	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	2	1	3	0	1	1	4	0	1	0	0	1	3	43	0	0	1	0	0	1	2	2	1	1	0	0	0	1	0	3	0	5	0	1	0	0	2	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	3	1	0	0	1	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	5	0	0	4	0	0	0	0	6	0	1	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	3	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	3	0	0	0	2	2	0	2	0	1	0	1	2	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	4	0	0	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	8	6	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	2	1	1	3	0	5	2	0	1	1	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	2	3	0	1	0	0	0	0	0	0	2	1
http://www.seobook.com/feeds.shtml
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Windmill Networking is Now Maximize Social Business	0	3	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	2	0	1	1	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	6	1	3	0	8	2	2	6	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	8	2	0	0	0	1	3	1	1	1	0	0	2	0	0	4	0	2	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	1	9	0	1	13	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	10	1	0	0	1	0	1	0	0	1	0	0	0	0	11	1	1	7	1	2	0	1	1	0	1	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	2	0	2	1	2	2	2	0	1	3	0	3	0	0	0	0	0	6	0	7	0	1	0	0	0	0	0	8	0	0	1	1	3	1	0	0	0	0	1	1	2	0	0	2	0	0	0	7	0	0	1	1	1	0	0	1	6	0	1	1	0	1	0	0	1	0	14	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	1	10	2	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	5	0	1	0	0	0	0	0	4	0	1	2	1	0	2	1	1	0	1	0	20	0
Social Media	0	2	0	0	0	2	1	0	0	4	4	0	0	0	1	2	1	0	0	0	0	0	0	1	3	1	1	2	0	0	1	1	0	0	1	4	0	2	2	3	1	0	3	2	0	0	1	0	0	1	0	1	0	4	0	0	0	1	0	0	1	0	0	1	0	0	0	1	2	0	0	5	0	2	0	1	0	0	3	13	0	0	1	1	13	0	2	2	0	0	1	0	1	0	1	1	7	0	2	0	0	1	7	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	2	1	0	1	0	3	0	1	1	3	0	0	0	0	0	2	0	0	2	0	2	11	0	4	0	3	1	0	1	0	2	4	1	3	4	6	0	5	1	2	0	1	1	0	15	1	0	0	2	0	0	3	0	7	0	0	2	2	1	3	2	0	2	0	0	1	1	1	1	0	1	3	0	0	1	0	0	0	0	7	0	12	0	0	1	1	1	0	0	0	2	0	0	0	1	2	15	0	5	1	3	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	1	0	0	2	0	0	0	4	0	0	2	1	4	2	0	6	0	0	0	0	0	1	0	0	1	11	0	1	4	0	2	5	2	0	0	1	4	0	0	3	0	0	1	1	0	0	0	0	1	5	0	1	1	0	4	0	2	0	0	0	0	1	0	1	0	0	9	2	0	0	7	1	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	21	1	0	0	3	0	1	2	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	3	3	4	0	2	0	2	0	0	1	0	0	0	2	0	0	1	2	2	0	0	0	3	2	0	0	0	0	1	0	1	2	0	0	1	0	2	0	0	0	0	3	0	1	0	1	1	2	0	2	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	4	3	2	0	2	0	0	0	2	0	2	1	1	1	0	1	2	1	3	5	9
Search Engine Watch - Category: social	2	4	8	0	0	0	4	1	1	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	2	1	2	3	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	1	1	0	0	1	0	0	2	0	0	4	0	0	4	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	2	3	2	1	1	0	0	1	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	1	1	1	0	4	0	0	1	1	0	0	2	2	0	0	0	0	0	6	0	0	0	0	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	20	0	0	0	0	0	0	1	1	0	0	2	0	0	1	12	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	1	0	0	0	1	5	0	0	2	0	6	0	0	2	1	1	0	0	0	0	0	0	4	5	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	9	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	1	4	1	0	4	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	5	0	1	4	0	0	2	0	1	0	0	0	0	0	0	1	0	0	3	0	3	1	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	1	2	3	1	0	1	0	0	2	0
MarketingProfs Daily: Social Media	1	3	2	0	0	4	0	2	2	0	6	1	3	0	2	2	0	0	0	0	0	1	3	0	1	1	0	1	0	0	0	0	0	1	4	1	1	0	0	0	0	5	3	0	1	3	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	3	0	26	2	0	0	3	0	1	2	0	1	0	3	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	9	0	3	0	3	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	2	0	2	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	1	4	3	0	0	1	2	0	0	0	0	1	0	0	0	0	5	0	7	1	0	25	0	0	0	25	1	1	0	0	1	1	0	0	7	1	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	2	1	0	1	1	0	0	0	2	4	2	3	0	0	0	0	4	0	0	2	0	2	2	1	1	0	9	2	0	3	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	2	0	0	0	1	0	2	1	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	5	1	0	0	0	2	0	1	1	2	0	2	10	0	1	0	1	1	0	0	0	0	0	0	8	0	6	0	4	0	6	3	1	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	2	1	8	1	2	0	0	1	2	0	0	0	0	0	1	0	2	0	1	1	0	4	0	0	0	4	0	2	0	2	0	0	0	3	3	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	3	0	0	2	0	0	0	0	0	2	0	3	0	0	2	0	0	2	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	4	1	2	0	0	1	0	2	2	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0
Sparring Mind	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	1	2	2	1	0	0	2	0	6	5	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	2	0	0	3	2	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	1	0	1	0	1	1	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	2	1	0	2	1	0	1	1	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	5	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	2	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	0	0	1	0	2	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	2	0
Google Analytics Blog	5	31	15	3	22	11	14	3	4	1	34	3	15	18	17	5	2	4	8	11	6	7	9	4	1	7	4	4	4	3	24	0	3	6	92	2	2	1	0	0	7	1	8	7	7	6	4	6	0	21	1	3	14	8	5	8	2	1	26	9	4	5	2	4	20	12	6	3	3	14	14	4	0	3	6	1	0	2	1	23	1	0	13	17	46	0	13	2	4	0	16	1	1	2	29	16	5	1	1	7	1	24	13	3	8	4	19	11	30	2	13	2	1	8	10	9	15	30	9	65	1	12	0	1	3	5	7	4	15	3	14	11	7	26	5	1	3	11	197	3	5	0	1	7	11	7	6	7	9	2	0	28	3	24	14	6	4	0	6	4	12	8	9	2	1	27	6	4	30	6	1	0	7	0	2	6	0	11	0	34	3	7	5	3	0	0	9	0	43	1	0	9	6	10	6	4	3	12	2	7	0	6	7	3	0	4	26	6	8	5	4	1	7	11	3	14	1	6	19	0	0	11	3	3	1	34	2	2	5	8	0	8	0	0	1	14	3	0	5	3	2	0	19	0	2	2	21	23	3	5	10	2	1	4	15	18	7	4	12	5	16	0	0	90	0	0	0	6	12	4	0	8	8	11	2	2	9	1	0	15	0	5	9	18	0	4	0	4	0	0	2	18	0	31	10	6	7	3	23	3	3	0	0	5	5	5	18	1	5	0	0	0	3	4	16	19	7	4	0	5	5	4	7	5	0	6	24	2	0	20	0	0	25	11	3	2	17	3	1	7	7	1	1	9	5	7	15	0	21	0	3	4	6	6	1	13	2	1	2	18	2	0	11	8	12	1	4	4	8	9	10	4	1	0	12	15	7	1	6	0	13	4	7	46	0	7	7	1	1	4	1	3	2	7	11	5	4	3	12	2	5	4	3	14	0	0	3	8	1	1	1	3	1	0	6	5	17	1	8	0	0	5	10	10	4	35	2	5	7	33	30	3	1	3	1	45	24	10	33	2	12	9	1	1	1	4	2	3	5	4	13	6	1	8	14	8
Digital Marketer Blog 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Wordtracker Academy	12	44	5	12	35	54	6	12	6	1	111	3	10	8	26	26	6	27	33	20	21	5	14	8	87	4	1	3	11	8	7	4	7	3	39	9	13	9	4	6	5	17	20	201	6	13	22	30	114	55	24	15	49	9	15	22	14	1	32	4	10	8	9	6	7	9	13	3	6	20	18	59	9	11	8	24	13	36	10	38	6	7	9	21	88	101	10	11	8	3	9	4	31	8	41	215	29	3	5	55	9	14	48	41	43	13	37	11	8	9	12	23	19	28	70	1	73	291	12	7	14	28	10	5	19	5	24	5	10	11	56	74	11	12	10	34	29	88	27	14	49	10	6	46	37	17	7	15	3	4	6	27	24	34	13	27	2	8	61	6	31	46	15	38	8	69	21	27	35	26	16	11	18	65	9	32	0	8	10	47	10	4	5	5	9	8	6	5	12	6	12	17	31	41	13	19	3	28	2	22	19	10	28	21	64	4	41	12	235	25	25	106	41	24	3	14	32	56	221	37	17	19	12	11	6	15	12	18	21	19	5	19	11	3	7	3	41	8	19	75	17	20	9	5	0	16	56	73	10	4	64	18	10	11	9	7	13	17	1	15	32	2	4	34	3	6	11	30	26	17	10	30	21	7	12	4	11	5	7	12	5	4	38	32	5	30	14	13	4	17	20	51	3	144	38	2	20	8	17	8	4	9	7	16	11	27	77	2	16	1	0	3	16	23	40	14	8	21	7	24	36	7	10	8	13	24	96	17	8	19	16	2	32	8	9	7	28	15	5	11	28	11	7	22	9	8	18	10	35	17	32	15	12	28	28	45	8	4	11	11	15	5	17	2	58	12	6	27	14	42	6	17	22	2	7	0	3	5	15	16	2	19	31	6	11	32	17	18	24	10	50	23	3	17	81	25	27	5	85	30	15	0	26	10	6	7	9	7	2	8	38	0	2	4	4	11	21	7	28	4	5	19	8	15	3	37	11	29	86	4	102	18	4	17	14	89	75	35	8	9	7	10	3	5	7	46	30	4	24	34	3	15	10	19	62	1
Conversion Optimization Blog	14	4	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	3	1	2	1	7	0	0	0	0	2	0	4	0	0	0	4	0	5	0	0	0	0	0	0	0	1	0	1	0	1	2	0	9	0	0	1	0	0	0	4	6	7	3	0	1	2	0	2	2	0	0	0	2	0	1	3	0	1	0	2	0	5	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	3	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	3	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	4	2	1	1	0	0	0	0	5	0	3	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	8	1	2	46	4	0	2	0	0	0	3	0	2	0	1	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	1	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	1	5	0	0
Vidyard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
